time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Age,Cohort_DJFavg,NEET_not_known_percent,NEET_percent,Notknown_percent,annual_change_ppts_NEET_not_known,annualchange_NEET,annualchange_notknown,cohort_March,TOTAL_participating_in_education_and_training_percent,Full_time_education_percent,Apprenticeship_percent,Other_education_and_training_percent,annual_change_Participation_in_education_training,annual_change_FTE,annual_change_apprenticeship,annual_change_other_education_training,September_guarantee_Offer_made_percent,September_guarantee_annual_change_ppts,cohort_noSEN_percent,NEET_NK_noSEN_percent,cohort_EHCP_percent,NEET_NK_EHCP_percent,cohort_SENDsupport_percent,NEET_NK_SENDsupport_percent,VG_cohort_DJF_avg,VG_cohort_percentage,VG_NEET_NK_percentage,Level_3,L2_em_GCSE_othL2,avg_att8,pt_l2basics_94,sess_overall_percent,sess_overall_percent_pa_10_exact,Age1617_ONS_population,NEET_NK_quintile,NEET_quintile,Notknown_quintile,Participation_ET_quintile,Sep_guarantee_quintile
2022,Calendar year,National,E92000001,England,,,,,,16-17,1208392.7,4.7,2.6,2.2,-0.8,-0.3,-0.5,1210281,92.9,86.6,4.4,1.9,-0.3,-0.8,0.6,-0.1,95.5,1.1,87.7,4.2,4.4,8.6,7.9,8.4,28070,2.3,23.6,59.8,32.7,50.9,72.2,5.5,22.4,1319736,z,z,z,z,z
2022,Calendar year,Regional,E92000001,England,E12000004,East Midlands,,,,16-17,102832.3,4.6,2.5,2,-1.7,-0.2,-1.5,103149,93.9,87,4.4,2.5,-0.1,-0.6,0.4,0.1,96.6,1.5,92.4,4.3,3.8,7.6,3.8,7.5,1500,1.5,23.7,56.3,31.4,49.6,70.7,5.2,22.3,111836,z,z,z,z,z
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,16-17,6129.7,5.6,4.5,1,-1.8,-0.8,-1,6134,90.4,79.7,6.2,4.5,-0.2,-0.9,1.2,-0.5,94.3,2.2,94.4,5.3,5.6,9.8,z,z,89.3,1.5,41,49.4,31.8,46.4,64.5,5.3,21.4,6444,4,5,2,1,1
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,16-17,15739.7,2.4,1.7,0.7,-0.9,-0.2,-0.7,15729,96.5,86,6.4,4.1,1,-1.6,1.3,1.4,98,4.3,95.4,2.3,4.5,4.8,0,c,271.3,1.7,17.1,56.5,30.9,49.9,71.6,5.3,23,17792,1,2,1,5,4
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,16-17,9374.3,9,4.4,4.6,1.6,-0.4,1.9,9379,90.8,85.4,2.5,2.9,-0.7,-0.9,0.8,-0.7,95.4,-0.5,95.9,8.7,3.8,15.6,0.3,0,150,1.6,29.3,56.1,38.1,47.2,64.3,5,22.1,8705,5,5,5,1,2
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,16-17,14281.7,3.2,1.3,2,-1.5,-1.2,-0.3,14269,96.3,92.3,3.1,0.8,1.6,2.1,-0.2,-0.3,96.2,0,91.4,3.1,2.7,5.7,5.9,3.6,21,0.1,34.9,60.3,33.8,50.3,73.6,5,23.3,16651,2,1,4,5,3
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,16-17,15962.3,5.4,2.9,2.5,0.8,0.7,0.1,15994,92.7,83.1,5.4,4.2,-2.2,-4.2,1.6,0.4,94.9,3,90,5,5.2,5.5,4.8,11.6,353.3,2.2,14.9,56,34.8,50.5,71.3,5.3,20.7,16418,4,4,4,3,2
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,16-17,6594.7,4.7,4.2,0.5,-1.6,-1.3,-0.3,6620,92,86,2.5,3.5,-0.2,-0.6,0.1,0.3,95.6,-0.6,87.5,4.2,2.9,12,9.6,7,149.3,2.3,20.1,47.5,24,45.8,62.8,6.3,23.2,7290,3,5,1,2,2
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,16-17,17055.7,6.5,2.5,4,-7.3,0.8,-8.2,17211,93.1,87.7,4.2,1.2,-0.9,-0.1,-0.7,-0.1,97,1.6,91.9,6.1,2.1,10.2,6,10.4,134.7,0.8,33.2,56,27.1,51.1,73.4,5.1,22.5,18742,5,3,5,3,4
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,16-17,651.7,1.4,0.2,1.2,-0.5,-0.6,0.1,649,97.8,94.6,2.9,0.3,0.8,1.5,-0.9,0.1,97.9,1.9,95.2,1.5,4.6,0,0.2,c,c,c,c,68.2,28,55.3,81.5,3.5,19.1,1086,1,1,3,5,4
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,16-17,8048.3,2.4,1.7,0.7,z,z,z,8105,94.7,89.1,4.4,1.1,z,z,z,z,98.4,z,91.5,2.1,4.6,8,4,3,138.3,1.7,30.8,55.9,29.6,48.1,68.8,z,z,8762,1,2,1,4,5
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,16-17,8994.3,2.3,1.7,0.6,z,z,z,9059,95.5,90.8,4,0.6,z,z,z,z,98.8,z,93,2.1,3.6,4.7,3.5,4.5,186.3,2.1,26.7,58.8,29.7,51.1,73.3,z,z,9946,1,2,1,5,5
2022,Calendar year,Regional,E92000001,England,E12000006,East of England,,,,16-17,135729.3,3.9,2.8,1.1,-0.5,-0.4,-0.1,135659,92.3,86.9,4,1.3,-0.8,-0.9,0.3,-0.1,95.8,0.6,85.8,3.3,4.3,8.6,9.8,6.8,2820,2.1,29.2,61.5,30.8,51,72.6,5.1,22.4,146867,z,z,z,z,z
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,16-17,3906,4.6,1.9,2.8,0.8,-0.3,1.1,3905,93.6,90.8,2.3,0.5,-2,0.1,-0.6,-1.4,96.3,-0.7,91.9,4.1,2.9,7.2,5.2,12,35.7,0.9,27.1,61.8,30.4,48.6,68.8,4.9,21,4468,3,2,4,4,3
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,16-17,13208.7,2.9,2.6,0.3,-0.3,-0.1,-0.2,13215,92.8,87.1,3.4,2.3,-1.3,-1.5,0.4,-0.2,96.6,0.4,84.2,2.3,5.4,5.4,10.4,6.1,267,2,51.2,61.4,32.7,52.7,74.3,5.1,24.6,15058,1,3,1,3,3
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,16-17,6180.7,3.6,2.4,1.3,-1.2,-1.3,0.1,6171,93.2,88.3,4.1,0.8,0.9,1.1,-0.4,0.2,95.8,0.8,87.2,3.2,4,5.8,8.8,7.4,91.3,1.5,25.9,59.4,30.3,49.2,71.2,4.6,21.8,6801,2,3,3,3,3
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,16-17,32785.7,4.2,2.6,1.5,-0.1,-0.3,0.2,32825,92.4,86.5,4.5,1.4,-0.4,-0.4,0.3,-0.2,95.3,0.6,87.8,3.6,3.8,6.4,8.5,8.6,578.7,1.8,26.6,59.9,30.6,50.4,71.5,5.1,21.9,34832,3,3,3,2,2
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,16-17,26798,3,2.2,0.8,-0.7,-0.4,-0.2,26735,93.8,90.2,2.8,0.8,0.1,-0.2,0.3,0,96.9,0.5,84.1,2.5,3.6,8.8,12.3,5,659,2.5,20.2,70.5,30.8,54.8,78.4,4.7,21.8,29740,2,3,2,4,4
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,16-17,5678.3,3.1,2.3,0.8,-1.1,-0.4,-0.7,5700,95.4,93,1.5,0.9,0.6,0.5,0.1,-0.1,97.1,0,91.8,3.1,4.1,3,4.1,3.3,84.7,1.5,11,60.8,35.2,47.1,64.8,5.6,19.6,5703,2,3,2,4,4
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,16-17,17948.3,4.9,3.9,1,-0.6,-0.5,-0.1,17872,88.1,81.9,5.5,0.6,-2.3,-3.3,1.1,-0.1,92.9,0.5,83.3,3.8,5.9,14.6,10.8,7.7,357.3,2,32.9,54.7,29.7,49.6,71.2,5.8,23.5,19128,3,5,2,1,1
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,16-17,5109.7,5,3.6,1.3,-2,-0.4,-1.6,5120,91.2,86.6,2.8,1.8,-0.8,-1.3,1,-0.5,94.8,1.9,83.8,4.7,3.9,4.2,12.3,7.1,71.7,1.4,50.7,52.6,26.4,46.3,63.5,5.4,20.8,4929,4,5,3,2,2
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,16-17,3919.3,3.7,1.7,2,-0.3,-0.1,-0.3,3921,95.3,93.2,1.4,0.6,-0.6,0.4,-1.1,0.1,96.1,1.7,87,3.3,4.6,4.5,8.4,8,95,2.4,11.6,69.7,26.3,57.6,79.3,5.2,21.7,4303,2,2,4,4,3
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,16-17,15742.3,5,3.6,1.4,0,-0.1,0.1,15742,90.8,82.8,5.6,2.4,-1.5,-1.4,0,-0.1,95.8,0.7,84.7,4.4,5,11.8,10.3,6.9,541.7,3.4,34,58.9,33.8,48.8,70.2,5.5,23.6,17310,4,4,3,1,3
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,16-17,4452.3,2,2,0,-0.2,-0.2,0,4453,94.5,87.6,4.8,2.1,-1.2,-2.2,0.5,0.5,100,0.3,86.7,1.4,4.3,6.8,9,5.6,36.7,0.8,21.8,55.6,26.2,49.4,70.7,4.6,21.4,4595,1,2,1,4,5
2022,Calendar year,Regional,E92000001,England,E12000007,London,,,,16-17,184680,3.4,1.5,1.9,-0.6,-0.3,-0.3,185116,96.2,93.5,1.7,1,0.2,0.1,0.3,-0.2,96.6,0.7,87.1,3.1,4.1,5.3,8.8,6,2890,1.6,20.5,69.8,35.8,54.1,75.6,5.1,20.5,208277,z,z,z,z,z
2022,Calendar year,Local authority,E92000001,England,E12000007,London,301,E09000002,Barking and Dagenham,16-17,6536,2.9,2.6,0.3,-0.8,-0.8,-0.1,6543,96,94,1.6,0.5,0.5,0.6,0.4,-0.5,97.5,0.5,96.8,2.7,2.3,7.4,0.9,6.6,71.7,1.1,27,61.3,30.9,50.5,70.1,4.9,20.9,6265,1,3,1,5,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,16-17,8015.7,1.5,0.8,0.7,-0.3,-0.2,0,8080,98.4,96.2,1.3,0.9,-0.1,-0.4,0.4,-0.1,99.2,0,85.3,1.5,3.5,1.6,11.2,1.1,83.3,1,19.2,76.6,37,60.8,84,4.5,19.8,10012,1,1,1,5,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,16-17,5872,2.3,1.9,0.4,-1,0,-1,5889,96.2,89.9,4.8,1.4,0.2,0.1,0,0.1,98.1,-0.1,86.6,1.8,4.4,7.7,9,4.6,70.7,1.2,29.2,62.3,33.9,54,75.5,4.7,21,6186,1,2,1,5,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,304,E09000005,Brent,16-17,7814,2.4,1.5,1,-0.7,-0.1,-0.6,7840,97.3,94.7,1.1,1.5,0.3,-0.1,0.3,0.1,97.5,0.3,83.8,2,3.8,4.4,12.4,4.4,149,1.9,14.3,73.1,36.6,53.7,75.4,5.2,19.1,8057,1,1,2,5,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,305,E09000006,Bromley,16-17,7134.3,1.5,1.2,0.3,-0.5,-0.4,0,7144,97.5,92.4,2.9,2.2,0,0.2,0,-0.3,98.6,0.2,81.1,1.1,4,3.4,15,3.1,143.7,2,13.2,68,32.5,55.2,78.8,5,21.1,8064,1,1,1,5,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,202,E09000007,Camden,16-17,3221,3.4,2,1.5,0.2,0.2,0.1,3237,95.2,93.9,0.6,0.6,0.2,0.6,-0.2,-0.2,98.4,-0.3,81.9,3,5.1,4,13,5.6,70,2.2,25.2,70.4,32.4,53.1,75.3,6.1,20.4,5813,2,2,3,4,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,306,E09000008,Croydon,16-17,9540.7,4.9,1.9,3,-0.5,0.1,-0.6,9560,95,91.5,1.6,1.8,-0.2,-0.1,0.1,-0.1,95.6,1.4,84.6,4.3,4.8,5.9,10.6,9.2,503.7,5.3,16.7,66.4,33.4,50,70.4,5.8,22.1,10142,4,2,5,4,2
2022,Calendar year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,16-17,8120.7,2,0.8,1.2,-0.7,-0.4,-0.4,8205,98.2,96.5,1.2,0.5,0.5,0.2,0.5,-0.2,95.8,5.2,87.2,1.7,3.9,2.2,9,4.3,134,1.7,11.7,73.9,36.1,53.6,76.6,5.1,19.6,8205,1,1,3,5,3
2022,Calendar year,Local authority,E92000001,England,E12000007,London,308,E09000010,Enfield,16-17,8899.7,5.6,0.9,4.7,1,-0.5,1.5,8885,95.5,93.3,1.5,0.7,-1,-0.3,0,-0.7,94.9,0.1,88.6,5.2,4.2,7.8,7.1,9.1,27.7,0.3,14.5,64.2,38.8,51.1,71.1,5.8,20.9,9056,4,1,5,4,2
2022,Calendar year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,16-17,6173.3,3.8,2.3,1.5,-1,-0.4,-0.5,6200,95.3,91.4,2.7,1.2,0.6,0.9,-0.1,-0.2,97.6,1,94.1,3.7,4.3,5,1.5,8,137.3,2.2,19.9,61.3,32.9,51.2,70.8,5,20.6,6897,3,3,3,4,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,204,E09000012,Hackney,16-17,5308.7,2.7,1.7,1,-2.1,-0.3,-1.8,5347,96.6,94.6,1,1,0.8,1,0.3,-0.5,97.7,0.4,80.6,2.2,4.9,5.6,14.5,4.5,32,0.6,34.4,69.7,34.9,54,73.6,5,19.5,6468,1,2,2,5,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,205,E09000013,Hammersmith and Fulham,16-17,2655.7,9.2,0.7,8.5,7.7,-0.2,8,2686,93.1,91.1,1.6,0.4,-5.4,-6.7,1.1,0.2,67.2,-31,82.6,8.2,7.6,16.2,9.8,12.1,23.3,0.9,27.1,73.6,37.4,58.1,81,4.8,19.2,3705,5,1,5,3,1
2022,Calendar year,Local authority,E92000001,England,E12000007,London,309,E09000014,Haringey,16-17,5568.7,5.7,1.4,4.4,-2.2,0,-2.2,5535,94.4,92.9,0.8,0.7,1.7,1.2,0.3,0.2,92.2,7.6,90.6,5.6,3.8,5.6,5.6,7.9,74,1.3,21.6,67.5,31.6,51.4,72.6,5.8,20.9,6308,4,1,5,4,1
2022,Calendar year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,16-17,5649.3,1.9,1.1,0.8,-0.6,0,-0.6,5647,97.9,96.1,1,0.9,0.4,0.2,0.4,-0.2,98.1,0.1,86.2,1.6,4.3,2.5,9.5,4.2,74.3,1.3,20.6,78.5,42.7,54.8,75.9,5,19.1,6120,1,1,2,5,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,311,E09000016,Havering,16-17,6121,2.7,1.7,1,-1.1,-0.6,-0.4,6108,95.6,90.2,3.9,1.4,0.1,-0.2,0.9,-0.6,98.1,0,96.5,2.6,3.1,7.4,0.4,10.7,91.3,1.5,21.2,63,35.4,52.2,76.1,4.3,20.6,6280,1,2,2,5,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,312,E09000017,Hillingdon,16-17,7296,5.3,0.5,4.8,2.5,-1.5,3.9,7301,95.9,92.5,2.8,0.6,-1.1,-1.4,0.4,-0.1,96.8,5.1,86.4,5,4,2.6,9.6,9,55.7,0.8,22.8,66.8,35.7,52.8,74.2,5.1,20.8,7613,4,1,5,5,3
2022,Calendar year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,16-17,6437.7,3.3,1.7,1.6,-0.2,-0.2,0,6457,96.3,94.2,1.5,0.7,0,-0.9,0.8,0,96.6,0.9,84.9,2.5,4.9,8.3,10.2,6.9,72,1.1,28.2,74.5,40.2,53.9,74.9,4.5,19.5,6464,2,2,3,5,3
2022,Calendar year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,16-17,3346.7,4.6,1.9,2.8,-0.1,0.2,-0.3,3365,93.4,90.8,1.3,1.2,0.1,0.1,0.5,-0.4,97.3,0.2,80.8,4.1,4.6,5.8,14.5,7.3,28.3,0.8,14.1,68.1,33.7,52.2,72.9,6.2,20.1,4294,3,2,4,3,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,16-17,1404,3.5,2.4,1.2,-1.9,-1.2,-0.7,1408,94.7,92.9,1.3,0.6,0.8,1.6,-0.5,-0.3,98.7,0.5,84.4,2.9,4.4,5.4,11.2,7.4,15.3,1.1,34.8,77.7,39.9,57.9,82.6,4.8,20.4,2993,2,3,3,4,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,16-17,3512.7,2.2,1.7,0.5,-0.1,0,-0.1,3515,97.4,94.5,1.7,1.1,0.4,0.7,0,-0.3,98.1,1.3,84.6,1.7,5.3,6.3,10.2,4.8,51,1.5,20.9,76.6,42.5,61.4,84.5,4.5,22,4149,1,2,1,5,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,208,E09000022,Lambeth,16-17,5463,4.1,1.6,2.5,-1.6,-0.3,-1.3,5466,95.6,93.2,0.8,1.5,1.1,0.8,-0.1,0.3,95.3,0.2,79.9,3.7,5.3,6.1,14.8,5.3,7,0.1,23.8,61.7,30.2,51.3,71.5,5.5,21,6428,3,1,4,5,2
2022,Calendar year,Local authority,E92000001,England,E12000007,London,209,E09000023,Lewisham,16-17,6487.3,5,1.2,3.8,-1.2,-0.2,-1,6496,95.2,92.9,1.6,0.7,-0.3,0.2,0.1,-0.7,98.3,-0.2,94.3,4.9,4,6.7,1.7,7.2,105,1.6,37.8,66.5,37,49.1,67.5,4.9,21,6704,4,1,5,4,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,16-17,4345.7,2.1,1.1,1.1,-0.4,-0.4,0,4362,97.2,94.4,1.7,1.1,0.5,0.6,0.4,-0.5,97.4,0.7,79.8,1.7,6.3,4,13.8,3.6,118.3,2.7,15.5,67.5,37,53.2,73.2,5.1,20.3,4500,1,1,2,5,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,16-17,8949,3.5,1.8,1.7,-1.6,-0.3,-1.4,8979,96.4,94.4,1.1,0.8,1.2,1.2,0.1,-0.1,95.7,1,88.6,3,1.9,8.5,9.6,7.9,59.3,0.7,25.8,70.8,37.1,54.5,74.3,5.2,20.9,8661,2,2,4,5,2
2022,Calendar year,Local authority,E92000001,England,E12000007,London,317,E09000026,Redbridge,16-17,7974,3,1.8,1.2,-0.6,0,-0.5,7978,96.2,94.8,1,0.5,0,0,0.1,-0.1,94.5,1.3,95.6,2.9,3.2,5.2,1.2,2.4,180.7,2.3,23.1,77.9,42.9,56.8,79.5,4.5,18.4,7800,2,2,3,5,2
2022,Calendar year,Local authority,E92000001,England,E12000007,London,318,E09000027,Richmond upon Thames,16-17,3256.3,2.3,1.1,1.2,-0.7,-1.2,0.5,3257,97.5,94.9,1.6,1.1,1,0.7,0.6,-0.2,97,0.8,81.7,2,5.1,3,13.1,3.8,36,1.1,24.1,71.2,34.6,58.1,83.8,5,22.7,4821,1,1,3,5,4
2022,Calendar year,Local authority,E92000001,England,E12000007,London,210,E09000028,Southwark,16-17,5550.7,3,1.7,1.3,-3.1,0,-3.1,5558,97.1,94.1,1.5,1.5,1.3,1.1,0.3,0,99.1,-0.2,80.7,2.4,4.2,4,15.1,5.9,10,0.2,10,71.6,32.8,55,77.2,4.9,21.6,6478,2,1,3,5,5
2022,Calendar year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,16-17,4864.3,3.9,0.9,3,0.7,-0.1,0.8,4875,96,91.5,3.2,1.3,-0.3,-0.6,0.6,-0.3,98.3,0.5,81.2,3.1,4.3,4.5,14.6,7.8,150.7,3.1,20.4,72.7,37.1,62,84.8,4.9,19.5,5089,3,1,5,5,5
